Data_Hora,IdTweet,Tweet,Candidato,Tweet_limpo,Sentimento_Final
2022-07-30 23:16:34+00:00,1553519953168551938,"Bolsonaro ira cair, é Lula no primeiro turno https://t.co/ImNCSdU3Fy",Lula,"bolsonaro ira cair, é lula no primeiro turno ",Negativo
2022-07-30 23:16:33+00:00,1553519950245101569,@LulaOficial https://t.co/niZMDkdNT1,Lula, ,Neutro
2022-07-30 23:16:33+00:00,1553519949116837890,@Nor_Niemand @pedrodoria O Lula era amigo íntimo do Chaves!,Lula,  o lula era amigo íntimo do chaves!,Neutro
2022-07-30 23:16:33+00:00,1553519948831522816,"@MadalenaSchuck @renancalheiros @LulaOficial Agradecer a lula e Renan. 
Você gosta de ser enganada?",Lula,   agradecer a lula e renan. você gosta de ser enganada?,Neutro
2022-07-30 23:16:33+00:00,1553519947862654979,"Lula é BANDIDO!💰🐭💰🐭
#CapitaoDoPovoQueVaiVencerDenovo https://t.co/03LtCkEUV1",Lula,lula é bandido!💰🐭💰🐭 ,Neutro
2022-07-30 23:16:33+00:00,1553519947619368963,@CamiloSantanaCE @ricardostuckert @LulaOficial @elmanofreitaspt Fake que chama,Lula,    fake que chama,Negativo
2022-07-30 23:16:32+00:00,1553519945945944071,Ampliando os eleitores de Lula pra #LulaEoPTReconstruirOBrasil #LulaNoPrimeiroTurno https://t.co/sKgA7WAxR4,Lula,ampliando os eleitores de lula pra   ,Neutro
2022-07-30 23:16:32+00:00,1553519945492959232,@renancalheiros @LulaOficial Falou o coroné alagoano ...,Lula,  falou o coroné alagoano ...,Neutro
2022-07-30 23:16:32+00:00,1553519945031581703,"Nosso futuro Senador @CamiloSantanaCE e nosso futuro presidente LULA @LulaOficial 

#LulaNoCeara #lulaemfortaleza #Lula13 #LulaNoPrimeiroTurno #LulaNo1ºTurno https://t.co/bkVTmMjQ0G",Lula,nosso futuro senador  e nosso futuro presidente lula       ,Neutro
2022-07-30 23:16:32+00:00,1553519942888067072,"@Marila121 Gracias Lula, es un temaso que debemos contar largo y tendido!",Lula," gracias lula, es un temaso que debemos contar largo y tendido!",Neutro
2022-07-30 23:16:31+00:00,1553519940002615296,"@UOLNoticias Cara Pseudo jornalista quiçá bolsonarista  ... Desde Luanda Angola África, li com atenção sua vergonhosa matéria tendenciosa. É bolsonarista? É pró Trump? O que tem contra Lula da Silva?
@LulaOficial  @JanjaLula  @ptbrasil @pcp_pt",Lula," cara pseudo jornalista quiçá bolsonarista  ... desde luanda angola áfrica, li com atenção sua vergonhosa matéria tendenciosa. é bolsonarista? é pró trump? o que tem contra lula da silva?     ",Neutro
2022-07-30 23:16:31+00:00,1553519939310555137,@EBSeixlack @LulaOficial @elmanofreitaspt E por capatazes fortemente armados....,Lula,   e por capatazes fortemente armados....,Neutro
2022-07-30 23:16:30+00:00,1553519937406308354,"@LulaOficial Sim, um condenado em três tribunais diferentes, que foi descondenado  pelos amigos. Realmente eleição única no mundo",Lula," sim, um condenado em três tribunais diferentes, que foi descondenado  pelos amigos. realmente eleição única no mundo",Negativo
2022-07-30 23:16:30+00:00,1553519937011990528,@CamiloSantanaCE @LulaOficial @elmanofreitaspt https://t.co/QGGG4SYTnK,Lula,   ,Neutro
2022-07-30 23:16:30+00:00,1553519936336691200,@LulaOficial Estamos prontos  22 confirma https://t.co/opiV8oLdwK,Lula, estamos prontos  22 confirma ,Neutro
2022-07-30 23:16:30+00:00,1553519934776434688,@LulaOficial @dilmabr Mas as obras nos países dos seus amigos ditadores você concluiu todas com o nosso dinheiro. Me admira ainda ter brasileiros defendendo esse lixo de ladrão.,Lula,  mas as obras nos países dos seus amigos ditadores você concluiu todas com o nosso dinheiro. me admira ainda ter brasileiros defendendo esse lixo de ladrão.,Neutro
2022-07-30 23:16:29+00:00,1553519933832691713,"@AndreJanonesAdv @LulaOficial Quem é esse pé de chinelo, nunca vi mais gordo.
Candidato a presidente?🤣🤣🤣🤣 conta outra 🤣🤣🤣",Lula,"  quem é esse pé de chinelo, nunca vi mais gordo.candidato a presidente?🤣🤣🤣🤣 conta outra 🤣🤣🤣",Neutro
2022-07-30 23:16:28+00:00,1553519930049445892,@LulaOficial https://t.co/ykQ0cux8YZ,Lula, ,Neutro
2022-07-30 23:16:28+00:00,1553519929734926337,@ricardope @LulaOficial @dilmabr https://t.co/zJFG86c2Al,Lula,   ,Neutro
2022-07-30 23:16:28+00:00,1553519929483313152,"n é por nada n, mas a @UJSBRASIL/CE macetou fazendo a bandeira ocupar todas redes e telões na convenção com Lula. Além de ter sido a maior força política de juventude (como sempre 🗣🗣",Lula,"n é por nada n, mas a  macetou fazendo a bandeira ocupar todas redes e telões na convenção com lula. além de ter sido a maior força política de juventude (como sempre 🗣🗣",Neutro
2022-07-30 23:16:53+00:00,1553520031551594498,"@jairmearrependi É que o Moro e o Bolsonaro são ""uma coisa só"".",Bolsonaro," é que o moro e o bolsonaro são ""uma coisa só"".",Neutro
2022-07-30 23:16:52+00:00,1553520027378262019,"@FlavioBolsonaro @jairbolsonaro @tarcisiogdf Já ganhou, em 2022 👉🏼👉🏼👉🏼👉🏼 #LulaPresidente13",Bolsonaro,"   já ganhou, em 2022 👉🏼👉🏼👉🏼👉🏼 ",Neutro
2022-07-30 23:16:51+00:00,1553520022991130626,@ZeliaDuncan_ E que bom que o BOLSONARO é meu presidente : https://t.co/hTUuUmmSTN,Bolsonaro, e que bom que o bolsonaro é meu presidente : ,Neutro
2022-07-30 23:16:49+00:00,1553520017127374848,"O Manifesto do Direito via USP, com 500 mil assinaturas, é a pá de cal no aloprado e imaginário golpe de Bolsonaro, a burguesia paulista reconhece a vitória de Lula como melhor opção que a a atual dinastia no poder. Moro desponta para o anonimato. O país volta a maio de 2013.",Bolsonaro,"o manifesto do direito via usp, com 500 mil assinaturas, é a pá de cal no aloprado e imaginário golpe de bolsonaro, a burguesia paulista reconhece a vitória de lula como melhor opção que a a atual dinastia no poder. moro desponta para o anonimato. o país volta a maio de 2013.",Negativo
2022-07-30 23:16:49+00:00,1553520014342381569,"@LulaOficial Analisando, o molusco não sai as ruas, Bolsonaro que já levou uma facada sempre quando sai arrasta multidão. Mais uma mentira, vamos a próxima.",Bolsonaro," analisando, o molusco não sai as ruas, bolsonaro que já levou uma facada sempre quando sai arrasta multidão. mais uma mentira, vamos a próxima.",Neutro
2022-07-30 23:16:47+00:00,1553520009267265537,@glhrmalm Mal kkkkk eles são bolsonaristas. Sempre que falam de Bolsonaro metem o nome dela no meio,Bolsonaro, mal kkkkk eles são bolsonaristas. sempre que falam de bolsonaro metem o nome dela no meio,Negativo
2022-07-30 23:16:47+00:00,1553520007577051140,"Não creio. José Maria Trindade, do Pingos nos IIs, já disse que o objetivo, segundo RJ, é apoiar Bolsonaro nos debates pois seriam todos participantes contra ele. Boto mais fé no Zé Maria Trindade. https://t.co/ZHDa5ii4oN",Bolsonaro,"não creio. josé maria trindade, do pingos nos iis, já disse que o objetivo, segundo rj, é apoiar bolsonaro nos debates pois seriam todos participantes contra ele. boto mais fé no zé maria trindade. ",Negativo
2022-07-30 23:16:47+00:00,1553520006792679424,"Isolado, Bolsonaro volta a atacar o STF em ato eleitoral em SP https://t.co/0tyDiwKX1M",Bolsonaro,"isolado, bolsonaro volta a atacar o stf em ato eleitoral em sp ",Neutro
2022-07-30 23:16:45+00:00,1553520001168146439,"@biradonordeste @Alexandr015 @ThiagoResiste Fanático teu rabo,é só ver as ruas o quanto Bolsonaro arrasta multidão, enquanto o ex presidiário só passa vergonha e é chamado de ladrão",Bolsonaro,"   fanático teu rabo,é só ver as ruas o quanto bolsonaro arrasta multidão, enquanto o ex presidiário só passa vergonha e é chamado de ladrão",Neutro
2022-07-30 23:16:44+00:00,1553519995744919552,"Mentira. 53% não confiam na urna. 
Datafolha: Confiança nas urnas eletrônicas avança em meio a ataques de Bolsonaro https://t.co/UgXehQik6J",Bolsonaro,mentira. 53% não confiam na urna. datafolha: confiança nas urnas eletrônicas avança em meio a ataques de bolsonaro ,Neutro
2022-07-30 23:16:44+00:00,1553519995187068928,@MarquesToalinha @MarcioM61326104 @adinaelsilva @Alexandre30k @ManesAlexandre @Nuu0204 @Valdirene4971 @EdneiaScanto @Melkpsobrinho @BergMartins14 @CameloJubeni @alvesmimar3 @vanice_a @nefertiti2022 @BetoBrasilRJ @RE_BOLSONARO 🤜🤛🇧🇷,Bolsonaro,                🤜🤛🇧🇷,Neutro
2022-07-30 23:16:44+00:00,1553519994562019334,"@rgms87 @ThiagoResiste Outra coisa,meu caro quando você falar que Bolsonaro tem que ser preso por mentir,conforme eu vi na sua página não se esqueça de incluir outros. Aliás incluir um quem mente o tempo todo e que já foi até preso.👇 https://t.co/t6budAlfdM",Bolsonaro,"  outra coisa,meu caro quando você falar que bolsonaro tem que ser preso por mentir,conforme eu vi na sua página não se esqueça de incluir outros. aliás incluir um quem mente o tempo todo e que já foi até preso.👇 ",Neutro
2022-07-30 23:16:41+00:00,1553519984055357442,"@senadorhumberto @LulaOficial Claro que o povo tá fez pois eles tem água pra beber ,tomar banho e para tudo que a água é necessária .Graças ao nosso querido presidente.Bolsonaro reeleito no primeiro turno 🇧🇷🇧🇷🇧🇷",Bolsonaro,"  claro que o povo tá fez pois eles tem água pra beber ,tomar banho e para tudo que a água é necessária .graças ao nosso querido presidente.bolsonaro reeleito no primeiro turno 🇧🇷🇧🇷🇧🇷",Negativo
2022-07-30 23:16:41+00:00,1553519983887634435,"@PauloMartins10 @giraldirenato @ratinho_jr @jairbolsonaro Tem que fazer uma campanha forte, que tú vença 🙌🙌🙌
#FechadoComBolsonaro2022 😎👉💚💛🇧🇷2️⃣2️⃣
#STFVergonhaNacional",Bolsonaro,"    tem que fazer uma campanha forte, que tú vença 🙌🙌🙌 😎👉💚💛🇧🇷2️⃣2️⃣",Neutro
2022-07-30 23:16:41+00:00,1553519983124250627,@damadanoite14 FORA BOLSONARO,Bolsonaro, fora bolsonaro,Neutro
2022-07-30 23:16:41+00:00,1553519981924696064,"Então comedores de capim q capim... Quem produz capim é o Agro.
Sem agronegócio ninguém come.
Pão não brota na prateleira do supermercado... 
Estão se alimentando de produtos do Agro q é Bolsonaro!",Bolsonaro,então comedores de capim q capim... quem produz capim é o agro.sem agronegócio ninguém come.pão não brota na prateleira do supermercado... estão se alimentando de produtos do agro q é bolsonaro!,Neutro
2022-07-30 23:16:41+00:00,1553519981610016770,"Sindicalistas retiram faixa  da CUT "" Fora Bolsonaro"" aos gritos  de MITO, MITO MITO... e aplausos.  https://t.co/7qv7jtr7bW",Bolsonaro,"sindicalistas retiram faixa  da cut "" fora bolsonaro"" aos gritos  de mito, mito mito... e aplausos.  ",Negativo
2022-07-30 23:16:40+00:00,1553519977864495107,@renancalheiros @LulaOficial Exato. Por isso voto Bolsonaro.,Bolsonaro,  exato. por isso voto bolsonaro.,Neutro
2022-07-30 23:16:39+00:00,1553519975901659139,"@sebas166019 @LilianaEsta Campaña política mediante , las encuestas a Bolsonaro no le dan muy bien",Bolsonaro,"  campaña política mediante , las encuestas a bolsonaro no le dan muy bien",Negativo
2022-07-30 23:16:39+00:00,1553519975616462860,@jairbolsonaro É capitão novamente no primeiro turno.,Bolsonaro, é capitão novamente no primeiro turno.,Negativo
2022-07-30 23:16:38+00:00,1553519969052381185,"@DamaresAlves @jairbolsonaro Eu amo o meu País.
❤️ Bolsonaro ❤️
Ganha no primeiro turno 💕 https://t.co/9bypwi7ZMW",Bolsonaro,  eu amo o meu país.❤️ bolsonaro ❤️ganha no primeiro turno 💕 ,Negativo
2022-07-30 23:16:38+00:00,1553519969006125057,"@abelmaxwell2 @Pauloeuaqui1 @derflecha Eu não acredito, as falas dele sempre vão ao contrario. Deve estar apostando que o forte desgaste do Bolsonaro acaba não sendo necessário.",Bolsonaro,"   eu não acredito, as falas dele sempre vão ao contrario. deve estar apostando que o forte desgaste do bolsonaro acaba não sendo necessário.",Neutro
2022-07-30 23:16:37+00:00,1553519967420694528,@KarladeOiveira @GugaNoblat @jairbolsonaro robô não vota tolinha burra #LulaEoPTReconstruirOBrasil,Bolsonaro,   robô não vota tolinha burra ,Neutro
2022-07-30 23:16:37+00:00,1553519965319221250,@bibonunes1 @jairbolsonaro direita sempre mentindo. o PIX foi desenvolvido no governo Temer,Bolsonaro,  direita sempre mentindo. o pix foi desenvolvido no governo temer,Negativo
2022-07-30 23:16:36+00:00,1553519962798563333,Criança surpreende Bolsonaro e deixa importante recado https://t.co/jt747Pws47 via @YouTube,Bolsonaro,criança surpreende bolsonaro e deixa importante recado  via ,Neutro
2022-07-30 23:16:35+00:00,1553519958516285442,@JanainaDoBrasil Bolsonaro ganhará no primeiro turno. Você acredita nestas pesquisas?,Bolsonaro, bolsonaro ganhará no primeiro turno. você acredita nestas pesquisas?,Negativo
2022-07-30 23:16:35+00:00,1553519958029729792,"VERDADES sobre Jair Bolsonaro que é honesto, temente a Deus, que não rouba e que está fazendo o Brasil crescer deixando para trás toda a corrupção e roubalheira da velha política. https://t.co/UbjGH8cp2a",Bolsonaro,"verdades sobre jair bolsonaro que é honesto, temente a deus, que não rouba e que está fazendo o brasil crescer deixando para trás toda a corrupção e roubalheira da velha política. ",Neutro
2022-07-30 23:16:35+00:00,1553519957622808576,A única medida positiva de todo o Governo Bolsonaro foi ter feito o @SF_Moro  de otário.,Bolsonaro,a única medida positiva de todo o governo bolsonaro foi ter feito o   de otário.,Neutro
2022-07-30 23:16:35+00:00,1553519956230393856,Bolsonaro é Brasil avançando. https://t.co/TcEwiZsTfl,Bolsonaro,bolsonaro é brasil avançando. ,Neutro
2022-07-30 23:16:34+00:00,1553519954967797763,"@LulaOficial @ricardostuckert Povo já tem seu candidato definido é Bolsonaro,  então só vai ser 22 na tampa.",Bolsonaro,"  povo já tem seu candidato definido é bolsonaro,  então só vai ser 22 na tampa.",Neutro
2022-07-30 23:16:34+00:00,1553519953168551938,"Bolsonaro ira cair, é Lula no primeiro turno https://t.co/ImNCSdU3Fy",Bolsonaro,"bolsonaro ira cair, é lula no primeiro turno ",Negativo
2022-07-30 23:16:34+00:00,1553519951536955409,Culpa do @jairbolsonaro https://t.co/YwdEKHBG7F,Bolsonaro,culpa do  ,Neutro
2022-07-30 23:16:32+00:00,1553519943190282240,"Olha o ódio do bem. 
@GadoDecider isso foi por causa do Bolsonaro 😂😂😂😂😂😂😂😂
#BolsonaroReeleito2022 https://t.co/MgTHRWnF9N",Bolsonaro,olha o ódio do bem.  isso foi por causa do bolsonaro 😂😂😂😂😂😂😂😂 ,Neutro
2022-07-30 23:16:29+00:00,1553519931110604804,"BOMBA:
Fala-se no TSE em negar registro a Bolsonaro.
Ainda que apenas para o chamado “público interno”, sobre a tendência de negar registro à candidatura à reeleição. Um ex-ministro que integrou o TSE há poucos anos confirmou essa expectativa. https://t.co/TTRi8j22uz",Bolsonaro,"bomba:fala-se no tse em negar registro a bolsonaro.ainda que apenas para o chamado “público interno”, sobre a tendência de negar registro à candidatura à reeleição. um ex-ministro que integrou o tse há poucos anos confirmou essa expectativa. ",Negativo
2022-07-30 23:16:28+00:00,1553519929495654401,O povo brasileiro é Bolsonaro https://t.co/bVm9nCsoyA,Bolsonaro,o povo brasileiro é bolsonaro ,Neutro
2022-07-30 23:16:28+00:00,1553519928497651713,@bibonunes1 @jairbolsonaro Teu 👌,Bolsonaro,  teu 👌,Neutro
2022-07-30 23:16:27+00:00,1553519921778380802,"@Joe32631911 @HPLucks_ @LulaOficial Bolsonaro e Cunha, explica aí https://t.co/rgsDnO1sVz",Bolsonaro,"   bolsonaro e cunha, explica aí ",Neutro
2022-07-30 23:16:25+00:00,1553519916493438977,"@apropriajulia @PATRlOTAS Eu amo o meu País.
❤️ Bolsonaro ❤️
Ganha no primeiro turno 💕 https://t.co/9bypwi7ZMW",Bolsonaro,  eu amo o meu país.❤️ bolsonaro ❤️ganha no primeiro turno 💕 ,Negativo
2022-07-30 23:16:24+00:00,1553519912064368641,"@wonkatrollador @lucas31534831 @luluxibr @rssangel007 @RafaelCMS15 @mariade57438723 @marcofeliciano Por nos colocar com uma dívida impagável ao vender a dívida com a FMI a juros de 4% para os bancos com juros se 19%, triplicando nossa dívida fazendo estourar a bomba nas mãos da Dilma e muitas outras questões que poderia falar contra o Lula e a favor do Bolsonaro.",Bolsonaro,"       por nos colocar com uma dívida impagável ao vender a dívida com a fmi a juros de 4% para os bancos com juros se 19%, triplicando nossa dívida fazendo estourar a bomba nas mãos da dilma e muitas outras questões que poderia falar contra o lula e a favor do bolsonaro.",Positivo
2022-07-30 23:16:24+00:00,1553519909157707776,"@ZMelo20 @AloiseLouise @jairbolsonaro Tremenda rainha, alegre e bonita, e super inteligente!!",Bolsonaro,"   tremenda rainha, alegre e bonita, e super inteligente!!",Positivo
2022-07-30 23:16:24+00:00,1553519909149229056,"@jairbolsonaro Se inscrevam no canal deste patriota:
https://t.co/7KuQM9h9M7",Bolsonaro, se inscrevam no canal deste patriota:,Negativo
2022-07-30 23:16:23+00:00,1553519905307230209,"@deni59 @reportersalles ninguém vai fazer nada. Lembra da @CarlaZambelli38 ? ficou toda ""comovida"" com a vacina em crianças...na escola  E NÃO FEZ NADA...esqueceram...
Essa porr de Bolsonaro ou o Lula..tão pouco se phodendo para liberdade dos pais",Bolsonaro,"  ninguém vai fazer nada. lembra da  ? ficou toda ""comovida"" com a vacina em crianças...na escola  e não fez nada...esqueceram...essa porr de bolsonaro ou o lula..tão pouco se phodendo para liberdade dos pais",Neutro
2022-07-30 23:16:22+00:00,1553519904913072131,"@MartaSdePaula @tyagoboni @rcardoso1956 @folha Bolsonaro passou 20 anos como um político mediocre, produção ZERO e mamando/rachando as custas do governo. Me diga qual a contribuição como parlamentar? Zé Dirceu foi preso durante o governo do PT. Me diz quem do governo atual, infestado pelo centrão, foi preso?",Bolsonaro,"    bolsonaro passou 20 anos como um político mediocre, produção zero e mamando/rachando as custas do governo. me diga qual a contribuição como parlamentar? zé dirceu foi preso durante o governo do pt. me diz quem do governo atual, infestado pelo centrão, foi preso?",Neutro
